ID_CLB;INTITULE_COMPLET;VALEUR;ETAT;STATUT_RECRUTEMENT;DATE_DEBUT_INCLUSION;DATE_FIN_INCLUSION;DATE_DEBUT_ETUDE;DATE_FIN_ETUDE;ROLE_CLB;DETAIL_ROLE_CLB
ET23000182;MK9999-U01  LIGHTBEAM-U01 Substudy 01A: A Phase 1/2 Substudy to Evaluate the  Safety and Efficacy of Zilovertamab Vedotin in Pediatric and Young Adult Participants With Hematologic Malignancies or Solid Tumors;NCT06395103;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000183;"M24-427 PXL279645 : Phase 1b open-label Basket study to evaluate ABBV-400 in Hepatocellular Carcinoma, Pancreatic Ductal Adenocarcinoma, Cholangiocarcinoma, Squamous Cell Carcinoma of the Esophagus, Head & Neck Squamous Cell Carcinoma, and Triple Negative and HR (+)/ HER2- Breast Cancer   ";NCT06084481;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000190;"DYNASTY-Breast02 DB-1303-O-3002: Étude de phase III, randomisée, multicentrique, en ouvert, visant à évaluer le DB-1303 parrapport à une chimiothérapie choisie par l’investigateur chez des patients atteints d’un cancer du sein métastatique positif au récepteur 2 du facteur de croissance épidermique humain (HER2) dont la maladie a progressé sous endocrinothérapie  ";NCT06018337;900;Invalidée;NULL;NULL;NULL;NULL;O;
ET23000196;UMBRELLA : tislelizUMaB  chez les patients atteints d'un cancer avec une malade résiduelle moléculaire_ phIII;NCT06332274;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000197;MK3475A-F11 : : Étude de phase II visant à évaluer la préférence des patients pour la formulation sous-cutanée (MK-3475A) par rapport à la formulation intraveineuse du pembrolizumab chez des participants présentant différents types de tumeurs _ cohorte mélanome uniquement;NCT06099782;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000198;"FURMO-002: Etude de phase 1b à dose progressive et d’expansion de dose évaluant la sécurité d’emploi, la pharmacocinétique et l’activité antitumorale du furmonertinib chez des patients atteints d’une cancer bronchique non à petite cellule (CBNPC) avancé ou métastatique avec mutations activatrices de l’EGFR ou de HER2, y compris les mutations par insertion dans l’exon 20 ";NCT05364073;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000201;"HYPOSARC : Etude de phase II évaluant la radiothérapie HYPOfractionnée en pré ou postopératoire chez les patients âgés (>=70 ans) ou « fragiles » (>= 65 ans) porteurs d’un SARCome des tissus mous des membres ou du tronc ";NCT06022159;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000202;"PHASAL-GA : PHArmacocinétique du Sérum Anti-Lymphocytaire dans la prévention de la GVH chez les enfants et adultes recevant une Allogreffe de cellules souches hématopoïétiques ";NCT05743400;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000205;"D798EC00001  eVOLVE Head&Neck: Etude de Phase III, randomisée, multicentrique menée en ouvert évaluant le volrustomig en traitement séquentiel versus un bras observation chez des patients atteints d’un carcinome épidermoïde localement avancé non résécable de la tête et du cou et qui n’ont pas progressé après une chimio-radiothérapie concomitante ";NCT06129864;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000214;"GRANNYFIT : Phénotypage digital (activité physique, sommeil) de femmes âgées de plus de 70 ans atteintes de cancer du sein ";NCT05634395;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000220;"ELVN-001-101 : Étude de phase Ia/Ib évaluant l’ELVN-001 dans le cadre du traitement de la leucémie myéloïde chronique ";NCT05304377;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000223;DEWI G-123: Stratégie d’attente et de surveillance « Watch-and-wait» pour initier une immunothérapie à base de dostarlimab dans l'adénocarcinome œso-gastrique localisé avec déficience du système Mismatch Repair (dMMR) et /ou instabilité des microsatellites élevée (MSI-H): Etude GERCOR de phase II en ouvert;NCT06059495;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000224;"PXL 279348  JS004-008-III-SCLC : Étude clinique de phase III, randomisée, en double aveugle, contrôlée par placebo, multirégionale, portant sur le toripalimab seul ou en association avec le tifcémalimab (JS004/TAB004) comme thérapie de consolidation chez des patients atteints d’un cancer du poumon à petites cellules de stade limité sans progression de la maladie après une chimioradiothérapie ";NCT06095583;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000232;CARE1: phase III_ ESSAI PLATEFORME DE PREMIÈRE LIGNE POUR OPTIMISER LE TRAITEMENT DES PATIENTS ATTEINTS D'UN CARCINOME RÉNAL MÉTASTATIQUE;NCT06364631;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000238;MYTX-011-01: A Phase 1 Multicenter Dose Escalation and Dose Expansion Study of Antibody-Drug Conjugate MYTX-011 in Subjects with Non-Small Cell Lung Cancer;NCT05652868;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000246;CLIMES G-118 CIRCULATE-4 PRODIGE 77: ADN tumoral circulant chez des patients atteints d'un cancer colorectal adressés pour une chirurgie à visée curative pour métastases hépatiques : Cohorte prospective multicentrique;NCT05787197;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000248;ResisTec: Analysis of the resistance and sensitivity mechanisms to teclistamab by  focusing on single immune cell examination;NCT05945524;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000255;20200041 DeLLphi-305: Etude de phase III, en ouvert, multicentrique et randomisée portant sur le tarlatamab en association avec le durvalumab par rapport au durvalumab en monothérapie chez des patients atteints d'un cancer du poumon à petites cellules de stade étendu après l'administration de platine, d'étoposide et de durvalumab.;NCT06211036;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000256;"ZN-A-1041-101-US : &Eacute;tude clinique de phase 1 visant &agrave; &eacute;valuer la s&eacute;curit&eacute; d'emploi, la tol&eacute;rabilit&eacute;, la pharmacocin&eacute;tique (PK) et l'efficacit&eacute; de g&eacute;lules ent&eacute;riques de ZN-A-1041 en monoth&eacute;rapie ou en association chez des patients atteints de tumeurs solides avanc&eacute;es HER2-positives";NCT04487236;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000258;RAINBO GREEN :Essai randomisé de phase III testant le durvalumab comme traitement  complémentaire (adjuvant) du cancer de l’endomètre de type MMRd en association  et après radiothérapie par rapport à la radiothérapie seule _ optimisation du traitement adjuvant dans le cancer de l'endomètre basé sur les caractéristiques moléculaire, essais de la plateforme;NCT05255653-2;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000262;"TG4050.02 : A randomized phase I/II trial in patients with newly-diagnosed, locoregionally advanced, HPVnegative, squamous cell carcinoma of the head and neck (SCCHN) evaluating a mutanomedirected immunotherapy initiated at completion of primary treatment or at time of recurrence ";NCT04183166;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000266;"U31402-277 HERTHENA-PanTumor01: A Phase 2, Multicenter, Open-label, Proof of Concept Study of Patritumab Deruxtecan (HER3-DXd) in Locally Advanced or Metastatic Solid ";NCT06172478;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000268;XL092-305 Stellar-305: Étude de phase II/III, randomisée, en double aveugle et contrôlée, portant sur le zanzalintinib (XL092) en association avec le pembrolizumab versus pembrolizumab seul en traitement de première intention chez les patients atteints d’un carcinome épidermoïde de la tête et du cou récidivant ou métastatique, PD-L1 positif;NCT06082167;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000274;INBRX-109 : Étude de phase I d’augmentation des doses et d’extension de dose à plusieurs cohortes, en ouvert, multicentrique, de première administration à l’Homme, portant sur l’INBRX-109 chez des patients atteints de tumeurs solides localement avancées ou métastatiques, y compris de sarcomes;NCT03715933;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000282;"PXL 278643 ELA-0121 ELECTRA :  Étude de phase 1b-2 multicentrique en ouvert sur l'élacestrant en monothérapie et en association avec l'abémaciclib chez des femmes et des hommes présentant des métastases cérébrales d'un cancer du sein à récepteurs d'oestrogènes positifs et HER-2 négatif ";NCT05386108;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000288;"TROPION-Breast04 D926QC00001: Etude de Phase III, en ouvert, randomisée, évaluant le Datopotamab Déruxtécan (Dato-DXd) en association avec le Durvalumab en traitement néoadjuvant suivi du Durvalumab avec ou sans chimiothérapie en traitement adjuvant versus Pembrolizumab et chimiothérapie en traitement néoadjuvant suivi du Pembrolizumab avec ou sans chimiothérapie en traitement adjuvant chez des patients atteints d’un cancer du sein triple négatif ou à récepteurs hormonaux faibles/HER2 négatifs, non traité antérieurement ";NCT06112379;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000290;DS6000-109/ENGOT-ov77 Rejoice: Étude de phase II/III multicentrique et randomisée portant sur le raludotatug déruxtécan (R-DXd), un conjugué anticorps-médicament dirigé contre la CDH6, chez des patientes atteintes d’un cancer péritonéal primitif, de l’ovaire ou des trompes de Fallope de haut grade et résistant au platine;NCT06161025;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000304;MASSAYA: Perception parentale de la qualité de vie émotionnelle de leur enfant en  oncopédiatrie : Etude pré-post « Massages Magiques »;NCT06107478;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000306;IMC-F106C-301 PRISM-MEL-301: A Phase 3 Randomized, Controlled Study of IMC-F106C Plus Nivolumab Versus Nivolumab Regimens in HLA-A*02:01-Positive Participants With Previously Untreated Advanced Melanoma Melanoma.;NCT06112314;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000307;RAMP 301 ENGOT-ov81 VS-6766-301: Étude de phase 3, randomisée, en ouvert, visant à évaluer le traitement combiné par avutométinib plus défactinib par rapport au traitement choisi par l’investigateur chez des patientes atteintes d’un cancer de l’ovaire séreux de bas grade (COSBG) récurrent;NCT06072781;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000315;"DS7300-188 (IDEATE-LUNG02): Étude de phase III multicentrique, randomisée et en ouvert comparant l’ifinatamab deruxtecan (I-DXd), un conjugué anticorps-médicament dirigé contre B7-H3, au traitement choisi par le médecin (TCM) chez des patients atteints d’un cancer du poumon à petites cellules (CPPC) récidivant ";NCT06203210;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000324;MK2870-015: Etude de phase 3 randomisée, en ouvert, multicentrique visant à comparer l'efficacité et la sécurité d’emploi du MK-2870 par rapport à un traitement de 3ème ligne ou plus du choix de l’investigateur chez des participants atteints d’un adénocarcinome gastro-œsophagien avancé/métastatique (adénocarcinome gastrique, adénocarcinome de la jonction gastro-œsophagienne et adénocarcinome œsophagien);NCT06356311;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000328;"CL3-95031-007 CHONQUER: A phase 3, multicenter, double blind, randomized, placebocontrolled study of ivosidenib in participants >= 18 years of age with locally advanced or metastatic conventional chondrosarcoma with an IDH1 mutation, untreated or previously treated with 1 systemic treatment regimen ";NCT06127407;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000329;"ZNC3006/ MAMMOTH/ GOG-3067 : Étude de phase I/II d’escalade et d’extension de dose portant sur le ZN-c3 en association avec le niraparib et le ZN-c3 en monothérapie chez des patientes  souffrant d’un cancer de l’ovaire résistant au platine ";NCT05198804;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000338;"MK2870-012 TroFuse012 : A Phase 3, Randomized, Open-label, Study to Compare the Efficacy and Safety of Adjuvant MK-2870 in Combination with Pembrolizumab (MK-3475) Versus Treatment of Physician’s Choice in Participants With Triple Negative Breast Cancer (TNBC) Who received Neoadjuvant Therapy and did not Achieve a Pathological Complete Response (pCR) at Surgery ";NCT06393374;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000342;IDE196-002  DAR-UM-2: a Phase 2/3, multi-arm, multi-stage, open-label study of human leukocyte antigen (HLA)-A*02:01 negative participants with metastatic uveal melanoma (MUM) who will be randomized to receive either IDE196 + crizotinib or investigator’s choice of treatment (pembrolizumab, ipilimumab + nivolumab, or dacarbazine);NCT05987332;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000347;EPI-7386-CS-010 : A Phase 1/2 Study of EPI-7386 in Combination with Enzalutamide Compared with Enzalutamide Alone in Subjects with Metastatic Castration-Resistant Prostate Cancer;NCT05075577;010;En préparation;NULL;NULL;NULL;NULL;O;
ET23000351;"PROWESs D0817R00049: PRostate Olaparib real World Evidence Study: Etude observationnelle, prospective, multicentrique, de patients adultes atteints de cancer de la prostate métastatique résistant à la castration et traités par olaparib en vie réelle en France ";NCT06031805;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000353;KT-US-484-0136 Zuma-23:Une étude adaptative de phase III, randomisée, en ouvert, multicentrique visant à comparer l'efficacité et l'innocuité de l'Axicabtagène Ciloleucel (Axi-Cel) par rapport au traitement standard dans le traitement de première ligne chez les sujets atteints de lymphome à grandes cellules B à haut risque;NCT05605899;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000382;DURVALUNG UC-IMM-2106: Essai de phase II évaluant le durvalumab (MEDI 4736) en traitement de maintenance après une chimio-radiothérapie (CRT) thoracique chez les patients fragiles atteints d’un cancer du poumon à petites cellules de stade limité;NCT05617963;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000392;ALEPRO : Etude de Phase II, en ouvert, multicentrique évaluant l’association Abemaciclib et Letrozole chez des patientes atteintes d’un cancer rare de l’ovaire avec des récepteurs aux estrogènes positifs.;NCT05872204;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET23000405;"INVINCIBLE-3 IT-03: Une étude de phase III multicentrique, randomisée, visant à évaluer l’efficacité et la sécurité d’emploi de l’INT230-6 (SHAO, VINblastine, CIsplatine) administré par voie intratumorale, par rapport aux soins courants américains, chez des participants adultes présentant des sarcomes des tissus mous avec récidive locale, inopéraBLEs ou métastatiques ";NCT06263231;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET23000410;EORTC-2334-BTG LUMEN-1: 177Lu-DOTATATE for recurrent meningioma: a randomized phase II study;NCT06326190;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET24000005;"ICON 0798/0787 2693-CL-1303  HIGHLIGHT 1: Étude clinique de phase 3, randomisée, menée en double aveugle et contrôlée contre placebo, visant &#65533;  évaluer l’efficacité et la sécurité d’emploi du fézolinétant dans le traitement des symptômes vasomoteurs (bouffées de chaleur) modérés à  sévères chez des femmes atteintes d’un cancer du sein de stade 0 à  III avec récepteurs hormonaux positifs recevant un traitement endocrinien adjuvant. ";NCT06440967;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET24000009;EVICTION ICT01-101: phase I/II _melanome 2ème L _ A first-in-human, two-part, open-label, clinical study to assess the safety, tolerability and activity of intravenous doses of ICT01 as monotherapy and in combination with an Immune Checkpoint Inhibitor, in patients with advanced-stage, relapsed/refractory cancer;NCT04243499;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
